time,animal,pellets,motorTurns,battery,delay,protocol
1679326611,499,01,00,04,01,aclimatacion
1679331877,499,02,00,04,01,aclimatacion
1679331887,499,03,00,04,01,aclimatacion
1679334367,499,04,00,04,01,aclimatacion
1679336609,499,05,00,04,01,aclimatacion
1679338434,499,06,00,04,01,aclimatacion
1679339417,499,07,00,04,01,aclimatacion
1679339445,499,08,00,04,01,aclimatacion
1679340641,499,09,00,04,01,aclimatacion
1679340650,499,10,00,04,01,aclimatacion
1679400814,499,11,00,04,01,aclimatacion
1679400957,499,12,00,04,01,aclimatacion
1679405416,499,13,00,04,01,aclimatacion
1679405524,499,14,00,04,01,aclimatacion
1679406570,499,15,00,04,01,aclimatacion
1679406585,499,16,00,04,01,aclimatacion
1679406606,499,17,00,04,01,aclimatacion
1679406689,499,18,00,04,01,aclimatacion
1679406854,499,19,00,04,01,aclimatacion
1679407680,499,20,00,04,01,aclimatacion
1679407725,499,21,00,04,01,aclimatacion
1679412810,499,22,00,04,01,aclimatacion
1679412891,499,23,00,04,01,aclimatacion
1679412974,499,24,00,04,01,aclimatacion
1679415563,499,25,00,04,01,aclimatacion
1679415682,499,26,00,04,01,aclimatacion
1679416189,499,27,00,04,01,aclimatacion
1679422874,499,28,00,04,01,aclimatacion
1679422980,499,29,00,04,01,aclimatacion
1679422988,499,30,00,04,01,aclimatacion
1679423013,499,31,00,04,01,aclimatacion
1679423076,499,32,00,04,01,aclimatacion
1679423116,499,33,00,04,01,aclimatacion
1679427177,499,34,00,04,01,aclimatacion
1679427240,499,35,00,04,01,aclimatacion
1679427277,499,36,00,04,01,aclimatacion
1679430315,499,37,00,04,01,aclimatacion
1679430321,499,38,00,04,01,aclimatacion
1679430333,499,39,00,04,01,aclimatacion
1679430372,499,40,00,04,01,aclimatacion
1679430380,499,41,00,04,01,aclimatacion
1679430462,499,42,00,04,01,aclimatacion
1679431903,499,43,00,04,01,aclimatacion
1679436561,499,44,00,04,01,aclimatacion
1679436931,499,45,00,04,01,aclimatacion
1679436941,499,46,00,04,01,aclimatacion
1679442871,499,47,00,04,01,aclimatacion
1679442905,499,48,00,04,01,aclimatacion
1679446784,499,49,00,04,01,aclimatacion
1679456383,499,50,00,04,01,aclimatacion
1679456421,499,51,00,04,01,aclimatacion
1679456490,499,52,00,04,01,aclimatacion
1679456726,499,53,00,04,01,aclimatacion
1679456730,499,54,00,04,01,aclimatacion
1679464206,499,55,00,04,01,aclimatacion
1679464231,499,56,00,04,01,aclimatacion
1679468410,499,57,00,04,01,aclimatacion
1679475434,499,58,00,04,01,aclimatacion
1679475503,499,59,00,04,01,aclimatacion
1679476565,499,60,00,04,01,aclimatacion
1679482244,499,61,00,04,01,aclimatacion
1679482280,499,62,00,04,01,aclimatacion
1679482294,499,63,00,04,01,aclimatacion
1679483735,499,64,00,04,01,aclimatacion
1679484492,499,65,00,04,01,aclimatacion
1679484570,499,66,00,04,01,aclimatacion
1679487780,499,67,00,04,01,aclimatacion
1679488684,499,68,00,04,01,aclimatacion
1679488694,499,69,00,04,01,aclimatacion
1679489226,499,70,00,04,01,aclimatacion
1679490203,499,71,00,04,01,aclimatacion
1679491116,499,72,00,04,01,aclimatacion
1679491119,499,73,00,04,01,aclimatacion
1679491448,499,74,00,04,01,aclimatacion
1679491503,499,75,00,04,01,aclimatacion
1679491875,499,76,00,04,01,aclimatacion
1679493776,499,77,00,04,01,aclimatacion
1679495880,499,78,00,04,01,aclimatacion
1679497735,499,79,00,04,01,aclimatacion
1679501423,499,80,00,04,01,aclimatacion
1679502072,499,81,00,04,01,aclimatacion
1679502074,499,82,00,04,01,aclimatacion
1679504032,499,83,00,04,01,aclimatacion
1679507671,499,84,00,04,01,aclimatacion
1679507721,499,85,00,04,01,aclimatacion
1679509593,499,86,00,04,01,aclimatacion
1679513658,499,87,00,04,01,aclimatacion
1679514984,499,88,00,04,01,aclimatacion
1679515007,499,89,00,04,01,aclimatacion
1679515052,499,90,00,04,01,aclimatacion
1679518919,499,91,00,04,01,aclimatacion
1679519515,499,92,00,04,01,aclimatacion
1679522309,499,93,00,04,01,aclimatacion
1679522344,499,94,00,04,01,aclimatacion
1679529501,499,95,00,04,01,aclimatacion
1679529536,499,96,00,04,01,aclimatacion
1679539231,499,97,00,04,01,aclimatacion
1679539267,499,98,00,04,01,aclimatacion
1679543658,499,99,00,04,01,aclimatacion
1679550197,499,100,00,04,01,aclimatacion
1679550237,499,101,00,04,01,aclimatacion
1679556077,499,102,00,04,01,aclimatacion
1679556841,499,103,00,04,01,aclimatacion
1679561699,499,104,00,04,01,aclimatacion
1679561905,499,105,00,04,01,aclimatacion
1679567079,499,106,00,04,01,aclimatacion
1679567148,499,107,00,04,01,aclimatacion
1679567209,499,108,00,04,01,aclimatacion
1679568395,499,109,00,04,01,aclimatacion
1679570790,499,110,00,04,01,aclimatacion
1679570858,499,111,00,04,01,aclimatacion
1679570869,499,112,00,04,01,aclimatacion
1679572082,499,113,00,04,01,aclimatacion
1679575283,499,114,00,04,01,aclimatacion
1679575298,499,115,00,04,01,aclimatacion
946684801,499,01,00,00,01,aclimatacion
1679575505,499,01,00,04,01,aclimatacion
1679576993,499,02,00,04,01,aclimatacion
1679579810,499,03,00,04,01,aclimatacion
1679580654,499,04,00,04,01,aclimatacion
1679580992,499,05,00,04,01,aclimatacion
1679583251,499,06,00,04,01,aclimatacion
1679587082,499,07,00,04,01,aclimatacion
1679587857,499,08,00,04,01,aclimatacion
1679589823,499,09,00,04,01,aclimatacion
1679594104,499,10,00,04,01,aclimatacion
1679594878,499,11,00,04,01,aclimatacion
1679594911,499,12,00,04,01,aclimatacion
1679601453,499,13,00,04,01,aclimatacion
1679601900,499,14,00,04,01,aclimatacion
1679606331,499,15,00,04,01,aclimatacion
1679610093,499,16,00,04,01,aclimatacion
1679617404,499,17,00,04,01,aclimatacion
1679625065,499,18,00,04,01,aclimatacion
1679625207,499,19,00,04,01,aclimatacion
1679625218,499,20,00,04,01,aclimatacion
1679625324,499,21,00,04,01,aclimatacion
1679629362,499,22,00,04,01,aclimatacion
1679636099,499,23,00,04,01,aclimatacion
1679641778,499,24,00,04,01,aclimatacion
1679645099,499,25,00,04,01,aclimatacion
1679645312,499,26,00,04,01,aclimatacion
1679647578,499,27,00,04,01,aclimatacion
1679652228,499,28,00,04,01,aclimatacion
1679652243,499,29,00,04,01,aclimatacion
1679652280,499,30,00,04,01,aclimatacion
1679652388,499,31,00,04,01,aclimatacion
1679652686,499,32,00,04,01,aclimatacion
1679652722,499,33,00,04,01,aclimatacion
1679656439,499,34,00,04,01,aclimatacion
1679656464,499,35,00,04,01,aclimatacion
1679656501,499,36,00,04,01,aclimatacion
1679657970,499,37,00,04,01,aclimatacion
1679660179,499,38,00,04,01,aclimatacion
1679660228,499,39,00,04,01,aclimatacion
